Short_Name,Full_Name
B25102m2,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  With a mortgage:   Owner-occupied housing units -- (Margin of Error)
B25102e3,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  Less than $800:   Owner-occupied housing units -- (Estimate)
B25102m3,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  Less than $800:   Owner-occupied housing units -- (Margin of Error)
B25102e4,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $800 to $1,499:   Owner-occupied housing units -- (Estimate)"
B25102m4,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $800 to $1,499:   Owner-occupied housing units -- (Margin of Error)"
B25102e5,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $1,500 to $1,999:   Owner-occupied housing units -- (Estimate)"
B25102m5,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $1,500 to $1,999:   Owner-occupied housing units -- (Margin of Error)"
B25102e6,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $2,000 to $2,999:   Owner-occupied housing units -- (Estimate)"
B25102m6,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $2,000 to $2,999:   Owner-occupied housing units -- (Margin of Error)"
B25102e7,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $3,000 or more:   Owner-occupied housing units -- (Estimate)"
B25102m7,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $3,000 or more:   Owner-occupied housing units -- (Margin of Error)"
B25102e8,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  No real estate taxes paid:   Owner-occupied housing units -- (Estimate)
B25102m8,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  No real estate taxes paid:   Owner-occupied housing units -- (Margin of Error)
B25102e9,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  Not mortgaged:   Owner-occupied housing units -- (Estimate)
B25102m9,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  Not mortgaged:   Owner-occupied housing units -- (Margin of Error)
B25102e10,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  Less than $800:   Owner-occupied housing units -- (Estimate)
B25102m10,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  Less than $800:   Owner-occupied housing units -- (Margin of Error)
B25102e11,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $800 to $1,499:   Owner-occupied housing units -- (Estimate)"
B25102m11,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $800 to $1,499:   Owner-occupied housing units -- (Margin of Error)"
B25102e12,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $1,500 to $1,999:   Owner-occupied housing units -- (Estimate)"
B25102m12,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $1,500 to $1,999:   Owner-occupied housing units -- (Margin of Error)"
B25102e13,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $2,000 to $2,999:   Owner-occupied housing units -- (Estimate)"
B25102m13,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $2,000 to $2,999:   Owner-occupied housing units -- (Margin of Error)"
B25102e14,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $3,000 or more:   Owner-occupied housing units -- (Estimate)"
B25102m14,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  $3,000 or more:   Owner-occupied housing units -- (Margin of Error)"
B25102e15,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  No real estate taxes paid:   Owner-occupied housing units -- (Estimate)
B25102m15,MORTGAGE STATUS BY REAL ESTATE TAXES PAID:  No real estate taxes paid:   Owner-occupied housing units -- (Margin of Error)
B25103e1,Median real estate taxes paid -- Total:   Owner-occupied housing units -- (Estimate)
B25103m1,Median real estate taxes paid -- Total:   Owner-occupied housing units -- (Margin of Error)
B25103e2,Median real estate taxes paid -- Median real estate taxes paid for units with a mortgage:   Owner-occupied housing units -- (Estimate)
B25103m2,Median real estate taxes paid -- Median real estate taxes paid for units with a mortgage:   Owner-occupied housing units -- (Margin of Error)
B25103e3,Median real estate taxes paid -- Median real estate taxes paid for units without a mortgage:   Owner-occupied housing units -- (Estimate)
B25103m3,Median real estate taxes paid -- Median real estate taxes paid for units without a mortgage:   Owner-occupied housing units -- (Margin of Error)
B25104e1,MONTHLY HOUSING COSTS:  Total:   Occupied housing units -- (Estimate)
B25104m1,MONTHLY HOUSING COSTS:  Total:   Occupied housing units -- (Margin of Error)
B25104e2,MONTHLY HOUSING COSTS:  Less than $100:   Occupied housing units -- (Estimate)
B25104m2,MONTHLY HOUSING COSTS:  Less than $100:   Occupied housing units -- (Margin of Error)
B25104e3,MONTHLY HOUSING COSTS:  $100 to $199:   Occupied housing units -- (Estimate)
B25104m3,MONTHLY HOUSING COSTS:  $100 to $199:   Occupied housing units -- (Margin of Error)
B25104e4,MONTHLY HOUSING COSTS:  $200 to $299:   Occupied housing units -- (Estimate)
B25104m4,MONTHLY HOUSING COSTS:  $200 to $299:   Occupied housing units -- (Margin of Error)
B25104e5,MONTHLY HOUSING COSTS:  $300 to $399:   Occupied housing units -- (Estimate)
B25104m5,MONTHLY HOUSING COSTS:  $300 to $399:   Occupied housing units -- (Margin of Error)
B25104e6,MONTHLY HOUSING COSTS:  $400 to $499:   Occupied housing units -- (Estimate)
B25104m6,MONTHLY HOUSING COSTS:  $400 to $499:   Occupied housing units -- (Margin of Error)
B25104e7,MONTHLY HOUSING COSTS:  $500 to $599:   Occupied housing units -- (Estimate)
B25104m7,MONTHLY HOUSING COSTS:  $500 to $599:   Occupied housing units -- (Margin of Error)
B25104e8,MONTHLY HOUSING COSTS:  $600 to $699:   Occupied housing units -- (Estimate)
B25104m8,MONTHLY HOUSING COSTS:  $600 to $699:   Occupied housing units -- (Margin of Error)
B25104e9,MONTHLY HOUSING COSTS:  $700 to $799:   Occupied housing units -- (Estimate)
B25104m9,MONTHLY HOUSING COSTS:  $700 to $799:   Occupied housing units -- (Margin of Error)
B25104e10,MONTHLY HOUSING COSTS:  $800 to $899:   Occupied housing units -- (Estimate)
B25104m10,MONTHLY HOUSING COSTS:  $800 to $899:   Occupied housing units -- (Margin of Error)
B25104e11,MONTHLY HOUSING COSTS:  $900 to $999:   Occupied housing units -- (Estimate)
B25104m11,MONTHLY HOUSING COSTS:  $900 to $999:   Occupied housing units -- (Margin of Error)
B25104e12,"MONTHLY HOUSING COSTS:  $1,000 to $1,499:   Occupied housing units -- (Estimate)"
B25104m12,"MONTHLY HOUSING COSTS:  $1,000 to $1,499:   Occupied housing units -- (Margin of Error)"
B25104e13,"MONTHLY HOUSING COSTS:  $1,500 to $1,999:   Occupied housing units -- (Estimate)"
B25104m13,"MONTHLY HOUSING COSTS:  $1,500 to $1,999:   Occupied housing units -- (Margin of Error)"
B25104e14,"MONTHLY HOUSING COSTS:  $2,000 or more:   Occupied housing units -- (Estimate)"
B25104m14,"MONTHLY HOUSING COSTS:  $2,000 or more:   Occupied housing units -- (Margin of Error)"
B25104e15,MONTHLY HOUSING COSTS:  No cash rent:   Occupied housing units -- (Estimate)
B25104m15,MONTHLY HOUSING COSTS:  No cash rent:   Occupied housing units -- (Margin of Error)
B25105e1,Median monthly housing costs:   Occupied housing units with monthly housing costs -- (Estimate)
B25105m1,Median monthly housing costs:   Occupied housing units with monthly housing costs -- (Margin of Error)
B25106e1,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Total:   Occupied housing units -- (Estimate)
B25106m1,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Total:   Occupied housing units -- (Margin of Error)
B25106e2,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:   Occupied housing units -- (Estimate)
B25106m2,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:   Occupied housing units -- (Margin of Error)
B25106e3,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:   Occupied housing units -- (Estimate)"
B25106m3,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:   Occupied housing units -- (Margin of Error)"
B25106e4,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m4,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e5,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m5,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e6,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m6,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Less than $20,000:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e7,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:   Occupied housing units -- (Estimate)"
B25106m7,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:   Occupied housing units -- (Margin of Error)"
B25106e8,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m8,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e9,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m9,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e10,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m10,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $20,000 to $34,999:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e11,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:   Occupied housing units -- (Estimate)"
B25106m11,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:   Occupied housing units -- (Margin of Error)"
B25106e12,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m12,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e13,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m13,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e14,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m14,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $35,000 to $49,999:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e15,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:   Occupied housing units -- (Estimate)"
B25106m15,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:   Occupied housing units -- (Margin of Error)"
B25106e16,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m16,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e17,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m17,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e18,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m18,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $50,000 to $74,999:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e19,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:   Occupied housing units -- (Estimate)"
B25106m19,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:   Occupied housing units -- (Margin of Error)"
B25106e20,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m20,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e21,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m21,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e22,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m22,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  $75,000 or more:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e23,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Zero or negative income:   Occupied housing units -- (Estimate)
B25106m23,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Owner-occupied housing units:  Zero or negative income:   Occupied housing units -- (Margin of Error)
B25106e24,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:   Occupied housing units -- (Estimate)
B25106m24,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:   Occupied housing units -- (Margin of Error)
B25106e25,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:   Occupied housing units -- (Estimate)"
B25106m25,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:   Occupied housing units -- (Margin of Error)"
B25106e26,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m26,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e27,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m27,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e28,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m28,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Less than $20,000:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e29,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:   Occupied housing units -- (Estimate)"
B25106m29,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:   Occupied housing units -- (Margin of Error)"
B25106e30,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m30,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e31,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m31,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e32,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m32,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $20,000 to $34,999:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e33,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:   Occupied housing units -- (Estimate)"
B25106m33,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:   Occupied housing units -- (Margin of Error)"
B25106e34,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m34,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e35,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m35,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e36,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m36,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $35,000 to $49,999:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e37,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:   Occupied housing units -- (Estimate)"
B25106m37,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:   Occupied housing units -- (Margin of Error)"
B25106e38,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m38,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e39,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m39,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e40,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m40,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $50,000 to $74,999:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e41,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:   Occupied housing units -- (Estimate)"
B25106m41,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:   Occupied housing units -- (Margin of Error)"
B25106e42,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:  Less than 20 percent:   Occupied housing units -- (Estimate)"
B25106m42,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:  Less than 20 percent:   Occupied housing units -- (Margin of Error)"
B25106e43,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:  20 to 29 percent:   Occupied housing units -- (Estimate)"
B25106m43,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:  20 to 29 percent:   Occupied housing units -- (Margin of Error)"
B25106e44,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:  30 percent or more:   Occupied housing units -- (Estimate)"
B25106m44,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  $75,000 or more:  30 percent or more:   Occupied housing units -- (Margin of Error)"
B25106e45,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Zero or negative income:   Occupied housing units -- (Estimate)
B25106m45,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  Zero or negative income:   Occupied housing units -- (Margin of Error)
B25106e46,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  No cash rent:   Occupied housing units -- (Estimate)
B25106m46,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS:  Renter-occupied housing units:  No cash rent:   Occupied housing units -- (Margin of Error)
B25107e1,Median value -- Total:   Owner-occupied housing units -- (Estimate)
B25107m1,Median value -- Total:   Owner-occupied housing units -- (Margin of Error)
B25107e2,Median value -- Built 2010 or later:   Owner-occupied housing units -- (Estimate)
