"FMID","MarketName","Website","street","city","County","State","zip","Season1Date","Season1Time","Season2Date","Season2Time","Season3Date","Season3Time","Season4Date","Season4Time","x","y","Location","Credit","WIC","WICcash","SFMNP","SNAP","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","updateTime"
1001093,"Washington Farmers' Market",,"Central Park, Washington St & Iowa Ave","Washington","Washington","Iowa",52353,"May to October","Thu:5:00 PM - 8:00 PM;",,,,,,,-91.6923,41.2988,"Other","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","N",4/25/2012 15:16
20366,"Washington Square Farmer's Market",,"Washington Square","Washington",,"Illinois",61571,,,,,,,,,-89.4062,40.7035,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1000469,"Washington Street United Church Farmers Market",,"1401 Bull Street","Columbia","Richland","South Carolina",29201,,,,,,,,,-81.03,34.0055,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002272,"Wasilla Farmers Market",,"Behind Wasilla Public Library","Wasilla","Matanuska-Susitna","Alaska",99654,"June to September","Wed:11:00 AM - 6:00 PM;",,,,,,,-149.440155,61.582613,"Local government building grounds","Y","N","N","N","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N",4/26/2012 14:05
1004702,"Watauga County Farmers' Market","http://www.wataugacountyfarmersmarket.org","591 Horn In the West Drive","Boone","Watauga","North Carolina",28607,"05/04/2013 to 11/30/2013","Sat: 8:00 AM-12:00 PM;",,,,,,,-81.669862,36.209499,"Other","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","Y","N",6/28/2013 11:20
1006649,"Water Canyon Certified Farmers Market Site # 2",,"55840 29 Palms Hwy.","Yucca Valley","San Bernardino","California",,,,,,,,,,-116.446,34.1195,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1003326,"Water Valley main Street Farmers Market",,"Railroad Park - Main Street","Water Valley","Yalobusha","Mississippi",38965,,,,,,,,,-89.6307,34.168,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007484,"WATERBURY - FULTON PARK FARMERS’ MARKET",,"Fulton Park Greenhouse","Waterbury","New Haven","Connecticut",,,,,,,,,,-73.037752,41.569015,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007500,"WATERBURY - MALL FARMERS’ MARKET",,"Brass City Mall, West Parking Lot","Waterbury","New Haven","Connecticut",,,,,,,,,,-73.0433,41.5544,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007513,"Waterbury - South End Farmers’ Market",,"Sylvan Avenue","Waterbury","New Haven","Connecticut",,,,,,,,,,-73.0279,41.5401,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1007454,"WATERBURY - TOWN GREEN FARMERS’ MARKET",,"Downtown Green, Main Street","Waterbury","New Haven","Connecticut",6702,,,,,,,,,-73.0835,41.5866,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1006055,"Waterbury Farmers Market","http://www.waterburyfarmersmarket.com","Rusty Parker Memoral Park, South Main Street","Waterbury","Washington","Vermont",5677,"May to October","Thu:3:00 PM - 7:00 PM;",,,,,,,-72.7578619,44.3393474,,"Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y",5/1/2012 7:01
1006056,"Waterbury Farmers Market","http://www.waterburyfarmersmarket.com","47 Stowe Street","Waterbury","Washington","Vermont",5676,"November to April","Sat:10:00 AM - 2:00 PM;",,,,,,,-72.75383,44.339485,"Educational institution","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N",5/1/2012 7:01
1001956,"Waterford Farmers' Market","http://www.waterfordfarmersmarket.wordpress.com","15 Rope Ferry Road","Waterford","New London","Connecticut",6385,"June to October","Sat:9:00 AM - 12:00 PM;",,,,,,,-72.13149,41.34297,"Local government building grounds","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","N",5/10/2012 15:26
1006500,"Waterford Harbor Farmers Market","http://www.waterfordmarket.com","Waterford Harbor Promenade, in front of Visitors Center, 1 Tugboat Alley","Waterford","Saratoga","New York",,,,,,,,,,-73.679,42.7875,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002627,"Waterford Lakes Farmers' Market","http://www.waterfordlakesfarmersmarket.com","413 N. Alafaya Trail","Orlando","Orange","Florida",32826,,,,,,,,,-81.2044,28.552,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004434,"Waterloo Farmers' Market in the Park",,"500 N Park Ave","Waterloo","Jefferson","Wisconsin",53594,"05/16/2013 to 10/31/2013","Thu: 3:00 PM-7:00 PM;",,,,,,,-88.984601,43.190401,"Local government building grounds","Y","Y","N","Y","Y","Y","N","Y","Y","N","N","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N",6/12/2013 11:04
1008332,"Watertown Farm & Craft Market","http://www.watertownny.com","317 Washington Street","Watertown","Jefferson","New York",13601,"05/29/2013 to 10/02/2013","Wed: 6:00 AM-3:30 PM;",,,,,,,-75.911156,43.971732,"Local government building grounds","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","Y",6/24/2013 9:25
1003646,"Watertown Farm and Craft Market","http://www.ci.watertown.mn.us/farm_market/index.htm","300 Lewis Avenue N","Watertown","Carver","Minnesota",55388,"May to September","Fri:3:30 PM - 6:30 PM;",,,,,,,-93.843498,44.967094,"Local government building grounds","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N",5/9/2012 11:33
1001791,"Watertown Farmers market","http://www.dakotaflavor.com/category.asp?catid=12","Runnings Parking Lot","Watertown","Codington","South Dakota","57201-3645",,,,,,,,,-97.0887,44.8901,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002416,"WATERTOWN FARMERS MARKET","http://www.watertownchamber.com","815 Labaree St.","WATERTOWN","Dodge","Wisconsin",53094,,"Tue: 7:00 AM-12:00 PM;",,,,,,,-88.712336,43.200181,"Other","Y","Y","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N",6/28/2013 13:47
1001798,"Watertown Monday Neighborhood Farmers Market",,"CCE, 203 N. Hamilton St,","Watertown","Jefferson","New York",,,,,,,,,,-75.8949,43.9731,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001793,"Watertown Monday Neighborhood Mobile Farmers Market 1",,"Midtown Towers, State St.","Watertown","Jefferson","New York",,,,,,,,,,-75.8591,43.9613,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001794,"Watertown Monday Neighborhood Mobile Farmers Market 2",,"North Country Children's Clinic","Watertown","Jefferson","New York",,,,,,,,,,-75.9154978395,43.9762236178,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001795,"Watertown Monday Neighborhood Mobile Farmers Market 3",,"Curtis Apartments, 336 W. Main St.","Watertown","Jefferson","New York",,,,,,,,,,-75.9113,43.9805,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001796,"Watertown Monday Neighborhood Mobile Farmers Market 4",,"Skyline Apartments, coroner of Mill St.","Watertown","Jefferson","New York",,,,,,,,,,-75.9108,43.9748,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001797,"Watertown Monday Neighborhood Mobile Farmers Market 5",,"LeRay Street Apartments, 848 LeRay St.","Watertown","Jefferson","New York",,,,,,,,,,-75.9087,43.9881,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005795,"Watertown Saturday Farmers Market",,"J. B. Wise Place ,Pavillion, Watertown, New York 13601","Watertown","Jefferson","New York",13601,"June to October","Sat:9:00 AM - 2:00 PM;",,,,,,,-75.909712,43.974858,,"Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y",5/14/2012 9:07
20367,"Watertown, CT Farmers' Market","http://www.localharvest.org/watertown-ct-farmers-market-M58461","470 Main Street","Watertown",,"Connecticut",,,,,,,,,,-73.0896,41.5895,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
1007022,"Watervliet Farmers Market",,"Hudson Shores Park","Albany","Albany County","New York",,,,,,,,,,-73.698,42.7304,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1002963,"Watkins Glen Farmers Market",,"Lafayette Park, 5th & Porter Sts","Watkins Glen","Schuyler","New York",,,,,,,,,,-76.8695,42.381,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003941,"Watonwan County Farmers Market",,"City parking lot","St. James","Watonwan","Minnesota",56081,,,,,,,,,-94.6292,43.984,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004325,"Watseka Farmers Market",,"First Trust & Savings Bank parking lot","Watseka","Iroquois","Illinois",60970,,,,,,,,,-87.7342,40.7763,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004996,"Watsonville CFM",,"Peck St. between Main and Union St.","Watsonville","Santa Cruz","California",95077,,,,,,,,,-121.771,36.9295,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002599,"Watts Healthy Farmers' Market","http://www.farmernet.com","1335 East 103rd Street","Los Angeles","Los Angeles","California",90002,"January to December","Sat:10:00 AM - 2:00 PM;",,,,,,,-118.252437,33.943752,"Other","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","N",5/8/2012 12:08
1006736,"Wauconda Farmers Market","http://www.waucondaareachamber.org","100 N Main Street","Wauconda","Lake","Illinois",60084,"June to October","Thu:3:00 PM - 7:00 PM;",,,,,,,-88.1399,42.25927,"Closed-off public street","Y","N","N","N","N","Y","N","Y","Y","N","N","Y","Y","N","Y","Y","N","N","N","Y","N","Y","Y","N","N",4/30/2012 14:55
1002966,"Waukee Farmers Market",,"Triangle Park","Waukee","Dallas","Iowa",50263,,,,,,,,,-93.8723,41.6041,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001634,"Waukegan Farmers Market",,"S Lewis Ave at Belvidere Rd","Waukegan",,"Illinois",60085,,,,,,,,,-87.8558,42.3508,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003226,"Waukesha Farmers Market","http://www.downtownwaukesha.com/farmers-market.php","Riverfront Plaza","Waukesha","Waukesha","Wisconsin",53186,"May to October","Sat:8:00 AM - 12:00 PM;",,,,,,,-88.231287,43.012555,"Other","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N",4/30/2012 12:55
1000599,"Waunakee Farm Market",,"Waun_A_Bowl prking lot","Waunakee","Dane","Wisconsin",53946,,,,,,,,,-89.4617698342,43.1886700541,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000524,"Waupun Area Farmers Market","http://www.waupunchamber.com","503 East Spring Street","Waupun","Fond du Lac","Wisconsin",53963,"May 17, 2012 to October 25, 2012","Thu:4:00 PM - 7:00 PM;",,,,,,,-88.723612,43.640563,"Local government building grounds","Y","Y","N","Y","N","Y","N","Y","N","N","N","N","Y","Y","Y","N","Y","N","N","N","N","N","Y","N","N",4/27/2012 9:06
1006752,"Wausaukee Farmers Market","http://www.Wausaukee.com","641 Main Street","Wausaukee","Marinette","Wisconsin",,,,,,,,,,-87.9523,45.3756,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1002438,"Waverly Farm Market",,"Muldoon Park, Pennsylvania & Park Aves","Waverly","Tioga","New York",,,,,,,,,,-76.5272,42.0104,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005162,"Waverly Farmers Market","http://www.waverlyfarmersmarket.com","Downtown behinde Keller's Furniture","Waverly","Bremer","Iowa",50677,,,,,,,,,-92.4714,42.7318,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004218,"Waverly Farmers' Market","http://www.waverlyfm.com","New Waverly Pl","Cary","Wake","North Carolina",27518,"04/20/2013 to 11/09/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,-78.778271,35.738928,"Private business parking lot","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N",6/30/2013 19:50
1006976,"Waxahachie Downtown Farmers Market",,"101 W. Main Street","Waxahachie","Ellis","Texas",75165,,,,,,,,,-96.8473,32.3856,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007030,"Waxhaw Farmers Market",,"Hwy 16 Providence Road","Waxhaw","Union","North Carolina",28173,,,,,,,,,-80.7525,34.9415,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004499,"Wayland Summer and Winter Farmers' Market","http://www.russellsgardendcenter.com","397 Boston Post Road","Wayland","Middlesex","Massachusetts",1778,"06/26/2013 to 10/09/2013","Wed: 12:00 PM-5:00 PM;",,,,,,,-71.369709,42.363055,"Private business parking lot","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","N","N","N","N","Y",6/17/2013 11:46
1000382,"Wayne County Arts & Crafts Guild",,"50 Riffel Rd.","Wooster","Wayne","Ohio",44691,,,,,,,,,-81.942,40.8513,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001705,"Wayne County Farmers Market",,"185 West Main St.","Torrey","Wayne","Utah",84775,"May to September","Sat:4:00 PM - 6:30 PM;",,,,,,,-111.425,38.29903,"Private business parking lot","Y","N","N","N","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","N","Y","N","N","N",5/3/2012 21:19
1002694,"Wayne County Farmers Market",,"Courthouse Square & Walmart Parking Lot","Fairfield","Wayne","Illinois",62837,,,,,,,,,-88.3652,38.3796,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007094,"Wayne County Farmers Market",,"303 Commercial Street","Honesdale","Wayne","Pennsylvania",18431,,,,,,,,,-75.2566,41.5718,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000961,"Wayne County Farmers Market Association",,"3100 Norfolk Ave., Wayne, WV 25570","Wayne","Wayne","West Virginia",25570,"April to October",,,,,,,,-82.4423,38.2202,"Local government building grounds","Y","N","N","N","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N",4/14/2011 9:38
1000962,"Wayne County Farmers Market Association",,"4350 5th Street Rd., Huntington, WV 25701","huntington","Wayne","West Virginia",25701,"May to October",,,,,,,,-82.4527,38.3569,"Private business parking lot","Y","N","N","N","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",4/14/2011 9:38
1001406,"Wayne County Farmers Market I",,"125 West Columbia Avenue","Monticello","Wayne","Kentucky",42633,,,,,,,,,-84.8568,36.7572,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003813,"Wayne County Mini Mobile Farmer's Market",,"Intersection of Herman and Pou","Goldsboro","Wayne","North Carolina",27530,"June to October","Wed:9:30 am - 2:30 pm;",,,,,,,-77.9823,35.3837,"Local government building grounds","Y","N","N","N","N","Y","N","N","Y","N","N","Y","Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N",4/4/2011 16:01
1004870,"Wayne Farmers Market",,"510 N Pearl Street","Wayne","Wayne","Nebraska",68787,"06/13/2013 to 10/19/2013","Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;",,,,,,,-97.0193,42.233943,"Local government building grounds","Y","N","N","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","N",6/19/2013 12:08
1008206,"Wayne Farmers Market",,"3355 S. Wayne Rd","Wayne","Wayne","Michigan",48184,"05/01/2013 to 10/30/2013","Wed: 3:00 PM-7:00 PM;",,,,,,,-83.382336,42.284259,"Local government building grounds","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N",6/17/2013 18:05
1008402,"Wayne Farmers' Market","http://www.waynefarmersmarket.weebly.com/","Main Street,","Wayne,","Kennebec","Maine",4284,"05/25/2013 to 08/31/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,-70.068356,44.348978,"Other","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","Y","N","N",6/25/2013 8:45
1003338,"Wayne State University Farmers Market","http://www.clas.wayne.edu/seedwayne","5201 Cass Ave","Detroit","Wayne","Michigan",48202,"06/05/2013 to 10/30/2013","Wed: 11:00 AM-4:00 PM;",,,,,,,-83.06794,42.35801,"Educational institution","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","N","N","N",6/11/2013 15:19
1006454,"Waynesboro Farmers Market","http://www.waynesbororiverfrontmarket.com","Pavilion at Constitution Park","Waynesboro","Augusta","Virginia",22980,,,,,,,,,-78.8992,38.0753,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001232,"Waynesville Tailgate Market",,"171 Legion Dr.","Waynesville","Haywood","North Carolina",28786,,,,,,,,,-82.9868,35.4924,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
20368,"WBCH Byrd House Market","http://www.byrdhousemarket.blogspot.com/","980 Idlewood Avenue","Richmond",,"Virginia",23220,,,,,,,,,-77.4538,37.5419,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
1005728,"We Are One Farmers Market","http://www.weare1farmersmarket.org","425 S. Stark Hwy","Weare","Hillsborough","New Hampshire",3281,"June to September","Fri:3:00 PM - 6:30 PM;",,,,,,,-71.6809289,43.04373,"Private business parking lot","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N",5/11/2012 6:21
1005729,"We Are One Farmers Market","http://www.weare1farmersmarket.org","118 Center Rd.","Weare","Hillsborough","New Hampshire",3281,"October to April","Fri:3:00 PM - 6:30 PM;",,,,,,,-71.7382008,43.110712,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N",5/11/2012 6:21
20369,"Weare Farmers Market","http://www.facebook.com/pages/Weare-Farmers-Market/543694352318270","16 East Rd","Weare",,"New Hampshire",3281,,,,,,,,,-71.7286,43.095,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1004173,"Weatherford Farmers Market",,"Broadway & Franklin","Weatherford","Custer","Oklahoma",73096,,,,,,,,,-98.7092,35.5271,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008464,"Weaver's Way Farmers' Market","http://www.farmtocity.org/FarmersMarkets.asp","Carpenter Lane at Greene St.","Philadelphia","Philadelphia","Pennsylvania",19119,"06/27/2013 to 11/21/2013","Thu: 3:00 PM-7:00 PM;",,,,,,,-75.195912,40.046377,"Closed-off public street","Y","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/25/2013 15:32
1005316,"Weavers Way Ogonotz Co-op Farmers' Market","http://www.foodtrustmarkets.org/markets.html","2129 72nd Avenue","Philadelphia","Philadelphia","Pennsylvania",19138,,,,,,,,,-75.1532,40.0646,"Closed-off public street","Y","Y","N","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:23
1000957,"Weaverville CFM",,"Main St. & Mill St.- next to Art Center","Hayfork","Trinity","California",96041,,,,,,,,,-123.184,40.554,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003193,"Weaverville Tailgate Market","http://www.weavervilletailgate.org/","60 Lakeshore Drive","Weaverville","Buncombe","North Carolina",28787,,,,,,,,,-82.56912,35.69073,,"Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N",6/13/2013 15:00
1001276,"Webb City Farmers Market","http://www.webbcityfarmersmarket.com","555 South Main Street","Webb City","Jasper","Missouri",64870,"04/26/2013 to 09/28/2013","Tue: 11:00 AM-2:00 PM;Fri: 11:00 AM-2:00 PM;Sat: 9:00 AM-12:00 PM;","10/04/2013 to 10/26/2013","Fri: 11:00 AM-2:00 PM;Sat: 9:00 AM-12:00 PM;",,,"11/01/2013 to 12/28/2013","Fri: 11:00 AM-2:00 PM;",-94.462298,37.139817,"Local government building grounds","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","Y","N","N",6/11/2013 16:14
1000721,"Weberstown Mall Certified Farmers Market","http://www.sjcfarmersmarket.com","4994 Claremont Ave.","Stockton","San Joaquin","California",95207,"04/04/2013 to 11/27/2013","Thu: 8:00 AM-1:00 PM;Sun: 8:00 AM-1:00 PM;",,,,,,,-121.3085479736,37.9974899292,"Private business parking lot","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","N",6/27/2013 23:57
1006385,"Webster City Farmers Market",,"City Plaza","Webster City","Hamilton","Iowa",50595,"May to October","Sat:8:00 AM - 11:00 AM;",,,,,,,-93.81654,42.46893,"Local government building grounds","Y","N","Y","Y","N","Y","N","Y","N","Y","N","Y","Y","N","Y","N","N","N","N","Y","N","N","N","N","N",4/30/2012 13:18
1001099,"Webster County Farmers Market",,"Highway 182","Eupora","Webster","Mississippi",39744,,,,,,,,,-89.2656,33.5407,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002450,"Webster Groves Farmers Market","http://www.webstergrovesfarmersmarket.com","Big Bend Blvd. and South Old Orchard Ave.","Webster Groves","St. Louis","Missouri",63119,"05/02/2013 to 10/24/2013","Thu: 3:00 PM-6:30 PM;",,,,,,,-90.338719,38.591205,"Local government building grounds","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N",6/10/2013 22:24
1006093,"Webster Springs Farmer's Market",,"Baker's Island","Webster Springs","Webster","West Virginia",26288,"07/11/2013 to 10/17/2013","Thu: 3:30 PM-7:00 PM;",,,,,,,-80.414772,38.477463,"Local government building grounds","Y","Y","N","Y","N","Y","N","N","N","Y","N","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",6/28/2013 14:15
1000384,"Webster's Joe Obbie Farmers' Market, Inc.",,"1028 Ridge Road, Webster Towne Center","Webster","Monroe","New York",14580,,,,,,,,,-77.452948,43.212229,"Other","Y","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",6/12/2013 10:28
1000441,"Wednesday Farmers Market",,"Bloomingfoods parking lot","Bloomfield","Greene","Indiana",47424,,,,,,,,,-86.3927,39.164,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002029,"Wednesday Farmers' Market","http://www.thenutritioncenter.org/programs/farmers-market/vendors/","94 West Avenue","Great Barrington","Berkshire","Massachusetts",1230,,,,,,,,,-73.3694,42.1898,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 21 2010 2:04PM"
1003595,"Wednesday Farmers' Market","http://www.salemsaturdaymarket.com","400 block of Chemeketa St NE","Salem","Marion","Oregon",97301,,,,,,,,,-123.037,44.9417,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 21 2010 1:30PM"
1008383,"Wednesday Ft. Pierce Green Market-Food-Co-Op",,"Marina Square @ Indian River Lagoon","Fort Pierce","St. Lucie","Florida",34950,"10/23/2013 to 05/07/2014","Wed: 1:00 PM-;",,,,,,,-80.321572,27.448039,"Local government building grounds","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/24/2013 18:09
1006748,"Wednesday Market at Kendrick Park","http://www.kendrickparkmarket.com","Kendrick Park Intersection of North and East Pleasant st.","Amherst","Hampshire","Massachusetts",1004,"05/01/2013 to 10/16/2013","Wed: 2:00 PM-6:00 PM;",,,,,,,-72.519835,42.379756,"Local government building grounds","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N",6/18/2013 7:16
1002044,"Wednesday Market Place at the Clackamas Town Center","http://www.windancemarkets.com","8600 Sunnyside Road","Happy Valley","Clackamas","Oregon",97086,,,,,,,,,-122.569,45.4336,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 27 2010 5:23PM"
1002130,"Weed CFM",,"Weed College Campus","Weed","Siskiyou","California",96094,,,,,,,,,-122.392,41.4142,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
